video_id,final_classification,features,username,description,music_id
7357275023641562376,Unaffiliated,,mosa.ayad.1,,7357077519134149393
7357348474293128449,Unaffiliated,,jeneen.taher,"لجبر الخواطر متسع مهما كانت الظروف فجبر الخواطر عبادة ❤️
#فلسطين #غزة ",7357348568632478480
7357427526572018962,Fatah,Other,diabaljabary1,"نحن اقوياء حتا نقاط ضعفنا لانعترف بها😉🦅

يسعد مساكم💛#جامعة_الخليل💜 #جامعة_الخليل🖤 #حلحول #حلحول #دياب_الجعبري♥️ #دياب_الجعبري❤️ #دياب_الجعبري #ابو_مشهور💪😉 #حركة_التحرير_الوطني_الفلسطيني_فتح✌️ ",7339406960904768258
7357745016883678480,Unaffiliated,,dff.ddd24,,7357745066867264272
7357791991884696850,Unaffiliated,,yousefzaatre1,#wow #s #q #q ,7343002646402697989
7358098449310469377,Unaffiliated,,dff.ddd24,,7358098486615771905
7358102877958802705,Unaffiliated,,jameel_bzour,,7358102968354343681
7358109762770504967,Hamas,Other,hamas5836,#مخيم_جنين_اسم_لن_يكرره_التاريخ💪 #جنين_نابلس_طولكرم_رام_الله_فلسطين_غزه #جنين_نابلس_طولكرم_رام_الله_فلسطين ,7358109796546906897
7358173842688281864,Unaffiliated,,yousefzaatre1,ابو زعتري ❤️,7354787576366025488
7358177573362273544,Unaffiliated,,mhammad._.sh,#🦅 #🖤 #💚 #نابلس #الرام #نابلس_فلسطين #جنين #🦅eagle🦅 #الشعب_الصيني_ماله_حل😂😂 #explore #fypシ #foryou #CapCut #foryoupage ,7345767760154315522
7358222194884857095,Unaffiliated,,ahmadghannam183,#CapCut #สปีดสโลว์ #جنين_نابلس_طولكرم_رام_الله_فلسطين #جبعاوي🔱🥷🏿 #شعب_الصيني_ماله_حل😂😂 ##شعب_الصيني_ماله_حل😂😂 #جند_رسول_الله #สปีดสโลว์ สโลว์สมูท ,7358222295401286416
7358247542699724039,Unaffiliated,,diabaljabary1,طول ما انا مش مرتاح ،،،فش حدا مرتاح😉✨🦅#ابو_مشهور💪😉 #ابو_مشهور💪😉 #دياب_الجعبري❤️ #دياب_الجعبري #دياب_الجعبري♥️ ,7188587108788488966
7358401106168253714,Unaffiliated,,mosa.ayad.1,,7355023321718704897
7358808513486933249,Hamas,"Hearts in the organization's color, Images of leaders",dff.ddd24,,7358808571200785169
7358832315100957960,Unaffiliated,,user9032836034075,#طولكرم_فلسطين_سلفيت_نابلس_جنين #فلسطين🇵🇸 #رام_الله #سفرجية_الواحة #اريحا #نابلس ,7044524992553716485
7359251670586379537,Unaffiliated,,serinmanasra,"#CapCut 
#arabtiktok #فلسطين🇵🇸 #اريحا_الخليل_بيت_لحم_يافا_حيفا_عكا ",7356820672926337797
7359565289865923848,Unaffiliated,,mhammad._.sh,#foryoupage #CapCut #foryou #fypシ #explore #الشعب_الصيني_ماله_حل😂😂 #🦅eagle🦅 #جنين #نابلس_فلسطين #الرام #نابلس #💚 #🖤 #فلسطين ,7359565310821337873
7359566835458559239,Unaffiliated,,diabaljabary1,"اخي 🤍
الضلع الثابت الذي لا يميل 🦅💪
اخي سندي في الحياة اللهم لا تريني فيه ضرر🤲🙏#دياب_الجعبري♥️ #دياب_الجعبري #دياب_الجعبري❤️ #ابو_مشهور💪😉 ",7173036686199376641
7359578859592846593,Unaffiliated,,dff.ddd24,ابو شجاع #_طولكرم_ #نابلس #فلسطين #,7359578906162170641
7359707522204208392,Unaffiliated,,yousefzaatre1,ابو زعتري ❤️🍃                                                      .                . #ys #lwl #la ,7357371189918092048
7359801712762293520,Unaffiliated,,dff.ddd24,نابلس #_طولكرم_ #فلسطين #رام_الله_ #جنين_ #نابلس #غره #,7359801765530831617
7359886890532654343,Unaffiliated,,osamaa_sh1,@Mahmod Salawdeh #اكسبلور #فوريو #يا_هلا_بلصقر🦅 #CapCut #اريحا_الخليل_بيت_لحم_يافا_حيفا_عكا #اخوي #فوريو ,7055617196042521346
7359922464840781064,Unaffiliated,,moh_ayesh,#امي #الغالية #الصابرةالمحتسبة #رحمها_الله_ويسكنها_فسيح_جناته ,7359922506084059920
7359924556120870162,Unaffiliated,,yazan_x.xp_,#CapCut ,7359924586597403408
7359964338578263313,Unaffiliated,,dff.ddd24,نابلس #فلسطين #غره #جنين_ #_طولكرم_ #رام_الله_ #,7359964383843191553
7360244362850209031,Unaffiliated,,ahmadghannam183,#CapCut #สปีดสโลว์ #جنين_نابلس_طولكرم_رام_الله_فلسطين #جبعاوي🔱🥷🏿 #شعب_الصيني_ماله_حل😂😂 #جند_رسول_الله #สปีดสโลว์ สโลว์สมูท ,7319177242876070657
7360337242889506055,Unaffiliated,,mosa.ayad.1,,7193432060399536898
7360370158864485640,Unaffiliated,,raedshreteh,#المزرعة_الغربية #بيرزيت #جامعةبيرزيت #رام_الله #مخيم_جنين #สโลว์สมูท #CapCut #💚💚💚 ,7360370197968079632
7360417916275264775,Unaffiliated,,diabaljabary1,القادم اجمل بإذن الله 🦅#ابو_مشهور💪😉 #دياب_الجعبري❤️ #دياب_الجعبري #دياب_الجعبري♥️ ,7271330506313042693
7360605203189550343,Unaffiliated,,mosa.ayad.1,,7360605248576064257
7360749746555718930,Unaffiliated,,mhammad._.sh,#🦅 #🖤 #💚 #الرام #نابلس #نابلس_فلسطين #جنين #🦅eagle🦅 #فلسطين #الشعب_الصيني_ماله_حل😂😂 #explore #fypシ #foryou #CapCut #foryoupage ,7346685875851741958
7360796779761208583,Unaffiliated,,sho.0kk,"Our home 🤍🍉.
.
.
#fypシ #fyp #viral #explore #explor #palestine #for #foryou ",7352489802706488065
7360833477056482561,Unaffiliated,,dff.ddd24,,7360833586490657537
7360950583378840839,Unaffiliated,,osamaa_sh1,#اكسبلور #فوريو #اريحا_الخليل_بيت_لحم_يافا_حيفا_عكا ,7356541336692263681
7361070812104805640,Unaffiliated,,heba22773,"الغالي💚..
#foryoupage #fyp #اكسبلور #foryou ",7361070864723856144
7361198158459718929,Unaffiliated,,dff.ddd24,عبوصبح#محمد لعزيزي#البلدة_القديمة #عرين #,7361198202747374353
7361320282948242695,Unaffiliated,,osamaa_sh1,#بطيخ #الاغوار_الشمالية #فوريو #اكسبلور #اريحا_الخليل_بيت_لحم_يافا_حيفا_عكا #يا_هلا_بلصقر🦅 ,7227047221545224961
7361387788157193489,Unaffiliated,,basel.zaro0,#بوظه_الارز #فلسطين🇵🇸 #الخليل_وقراها #الخليل ,7331794798394362630
7361399471315488018,Hamas,Other,abo_hamza1780,,7358500325562616592
7361512741863034130,Unaffiliated,,11geum4,ايام وعددت 🥺🤍,7361512798993582864
7361757701543693585,Unaffiliated,,yazan_784,#CapCut #ليك______🖤___متابعه____اكسبلووور #القرعان_مصنع_الرجال🖤🦅 #زبطوه🖤🔱 ,7358190223941847813
7361908450546240776,Unaffiliated,,mosa.ayad.1,,7361908508838677265
7361917852116421896,Unaffiliated,,diabaljabary1,#دياب_الجعبري♥️ #دياب_الجعبري #دياب_الجعبري♥️ #دياب_الجعبري❤️ #ابو_مشهور💪😉 ,7263716591244757762
7362078492835548423,Unaffiliated,,majd_aljayyouse,"‏""لا تصدقوا الكلمات اللطيفة .. خذوا الحقيقة من أفواه المواقف.""✌️",7359574349801589505
7362134382792019207,Fatah,Hearts in the organization's color,diabaljabary1,"لكي تنجح لا تتوقف أبدًا عند شعورك بالتعب، بل يجب عليك التوقف فقط في حالة أن تكون أنجزت ما تريده وانتهيت منه..🦅🫡🔏
جمعة مباركة 💛#ابو_مشهور💪😉 #دياب_الجعبري❤️ #دياب_الجعبري♥️ #دياب_الجعبري ",7325522753344948997
7362141772484562192,Unaffiliated,,mohammad_akhlayel,"#الشعب_الصيني_ماله_حل😂😂 
#فلسطين🇵🇸 
#explore #everyone ",7343976280100375302
7362174964377685255,Unaffiliated,,meraydour,#دراسة #امتحانات ,7362175152098560785
7362181733053140240,Unaffiliated,,dff.ddd24,شهداء #فلسطين #عرين #البلدة_القديمة #,6939976010502916866
7362293252147449105,Unaffiliated,,basel.zaro0,"#بوظه_الارز #فلسطين🇵🇸 #نابلس #الخليل #الخليل_وقراها استمتع بنكهات رائعة من منتجات #الارز 
منتجات تستحق التجربة  
😋😋🤤🤤😋🤤😋🤤",7332572309470415622
7362304371520015634,Unaffiliated,,user9032836034075,#نابلس #طولكرم_فلسطين_سلفيت_نابلس_جنين #اريحا #سفرجية_الواحة #رام_الله #فلسطين🇵🇸 #طولكرم ,7362304528114404097
7362403372051303698,Unaffiliated,,osamaa_sh1,#اكسبلور #فوريو #الاغوار_الشمالية #يا_هلا_بلصقر🦅 #CapCut ##اريحا_الخليل_بيت_لحم_يافا_حيفا_عكا #فلسطين🇵🇸 #متشبثون_وصامدون_هنا ,7362403409124690689
7362460695994158337,Fatah,Other,_khalil_masri,#رجال المخابرات العامة الفلسطينية#غزة_فلسطين #تأمين #حرب ,7362460751245757185
7362474959328775432,Unaffiliated,,11geum4,ترقوميا الحبيبة ✨🤍,7362474993084582673
7362486571712548112,Unaffiliated,,basel.zaro0,#بوظه_الارز #فلسطين🇵🇸 #نابلس #الخليل #الخليل_وقراها 🍦🦅,6755110569214282501
7362533471996202241,Unaffiliated,,mohammad_akhlayel,"#الشعب_الصيني_ماله_حل😂😂 #فلسطين🇵🇸 
#الخليل_بيت_لحم_رام_الله_نابلس_جنين 
#explore #everyone ",7300173495668804354
7362593381719051528,Unaffiliated,,ahmadghannam183,##CapCut #สปีดสโลว์ #جنين_نابلس_طولكرم_رام_الله_فلسطين #جبعاوي🔱🥷🏿 #شعب_الصيني_ماله_حل😂😂 #جند_رسول_الله #สปีดสโลว์ สโลว์สมูท ,7347675681860045574
7362627786621685000,Unaffiliated,,mhammad._.sh,#🦅 #🖤 #💚 #الرام #نابلس #نابلس_فلسطين #جنين #الشعب_الصيني_ماله_حل😂😂 #🦅eagle🦅 ,7329210923275635458
7362851234543406337,Unaffiliated,,basel.zaro0,#بوظه_الارز #فلسطين🇵🇸 #الخليل #الخليل_وقراها @AbuRayan المعلم ,7351824604564556561
7362909401390402833,Unaffiliated,,yazan_784,#اخشلييي🤞🖤 #قلقليلة_طوباس_طولكرم_فلسطين_عرب48 #ليك_متابعة_فولو_اكسبلور #زبطوه🖤🔱_الوضع @🔐❤️🤤 صا(סאייל)يل🔐🤍 😴 ,7351555792745483014
7363304165939907858,Unaffiliated,,shadi..aselawe,#CapCut @hakeemmosu #الخانم🤞 #خوينا_ابشر_نحميك👌☝️🖤 #طولكرم_فرعون✌🏾❤️ ,7351483851339336450
7363342051863366918,Unaffiliated,,palestineaqsagazafree,#freepalestine🇵🇸🥺 #freepalestine🇵🇸🥺🥺🥺🤲 #foryoupage #dontunderreviewmyvideo ,7363342062137133829
7363342561160776967,Unaffiliated,,user9032836034075,#سفرجية_الواحة #طولكرم_فلسطين_سلفيت_نابلس_جنين #فلسطين🇵🇸 #رام_الله #نابلس ,7363342599560055568
7363376021359381767,Unaffiliated,,mhammad._.sh,#صاحبي #اخوي #سند #🦅 #🖤 #💚 #الرام #نابلس #نابلس_فلسطين #جنين #الشعب_الصيني_ماله_حل😂😂 #🦅eagle🦅 @Omar Jamal @Zeid Abdallah772 ,7357379382738799366
7363969474770324754,Unaffiliated,,lavihalayqa,,7363969511269190417
7363986040622697745,Unaffiliated,,mohammad_akhlayel,#الشعب_الصيني_ماله_حل😂😂 #everyone #فلسطين🇵🇸 ,7363986087637650193
7364026793554185480,Unaffiliated,,mhammad._.sh,#صاحبي #اخوي #🦅 #سند #🖤 #💚 #الرام #نابلس #نابلس_فلسطين #جنين #البلدة_القديمة  #🦅eagle🦅 @ابو رائد @ابو رائد ,7329951293513337602
7364051517600566529,Unaffiliated,,mohammad_akhlayel,#الشعب_الصيني_ماله_حل😂😂 #فلسطين🇵🇸 #CapCutVelocity ,7364051572571032336
7364063379675303173,Unaffiliated,,palestineaqsagazafree,#freepalestine🇵🇸🥺 #freepalestine🇵🇸🥺🥺🥺🤲 #foryoupage #dontunderreviewmyvideo ,7358294851519941381
7364102640537603335,Unaffiliated,,yousefzaatre1,#رفيق #اخوي #❣️ #🙂💔 #❤️ ,7352558239054220037
7364114548837584144,Unaffiliated,,dff.ddd24,ابو جنيد#البلدة_القديمة #عرين الاسود#نابلس #كتيبه بلاطه#💚🖤💛❤☝🏿 #,7364114615057337105
7364154006131805447,Unaffiliated,,heba22773,"💔💔💔
#foryoupage #fyp #اكسبلور #foryou ",7364154065674160897
7364370250592292103,Unaffiliated,,user50521624512734,,7364370275435055889
7364370484215024914,Hamas,Hearts in the organization's color,user50521624512734,,7364370516058163969
7364379458456849682,Unaffiliated,,osamaa_sh1,,7364334555270089489
7364427456759090449,Unaffiliated,,user9087672813851,#CapCut ,7359672777018690309
7364438543449591058,Unaffiliated,,shadi..aselawe,#الخانم🤞 #خوينا_ابشر_نحميك👌☝️🖤 #طولكرم_فرعون✌🏾❤️ #تيوتا👑👑ريبوتي #احنا_سباع_ماننباع🔥 #راعي_مازدا3 #بولش #فاكس #الطيبة_الطيرة_قلنسوة ,7299140567385180934
7364443090318282001,Unaffiliated,,user9087672813851,#المعركةالحاسمة ,7364443172031826704
7364443530397306119,Unaffiliated,,shadi..aselawe,#الخانم🤞 #الطيبة_الطيرة_قلنسوة #فاكس #بولش #خوينا_ابشر_نحميك👌☝️🖤 #طولكرم_فرعون✌🏾❤️ #تيوتا👑👑ريبوتي #احنا_سباع_ماننباع🔥 #راعي_مازدا3 ,7288736737788152581
7364444334864780552,Unaffiliated,,shadi..aselawe,#الخانم🤞 #الطيبة_الطيرة_قلنسوة #فاكس #بولش #خوينا_ابشر_نحميك👌☝️🖤 ,7364444358524914448
7364445193325595922,Unaffiliated,,shadi..aselawe,#CapCut #الخانم🤞 #الطيبة_الطيرة_قلنسوة #فاكس #بولش #خوينا_ابشر_نحميك👌☝️🖤 #طولكرم_فرعون✌🏾❤️ ,7295063067887422214
7364457206151925000,Unaffiliated,,meraydour,هالفترة محتوى دراسة🥹 #امتحانات ,7364457296652536577
7364527361208978696,Unaffiliated,,mhammad._.sh,#CapCut #شهيد #الشكشاك_بلقلب💔 ,7364527435074882321
7364560073818934546,Unaffiliated,,user9032836034075,#سفرجية_الواحة #فلسطين🇵🇸 #رام_الله #نابلس #طولكرم_فلسطين_سلفيت_نابلس_جنين ,7352601538285685521
7364717687739616513,Unaffiliated,,user9087672813851,,7364717767964117761
7364730514479107335,Unaffiliated,,mhammad._.sh,#CapCut #🦅 #🖤 #💚 #نابلس #الرام ,7333534763166321410
7364746184885374209,Unaffiliated,,user9087672813851,,7364746244219472656
7364752393491270913,Unaffiliated,,user9087672813851,,7364752461296421649
7364866269553773832,Unaffiliated,,shadi..aselawe,#الخانم🤞 #الطيبة_الطيرة_قلنسوة #بولش #فاكس #خوينا_ابشر_نحميك👌☝️🖤 #طولكرم_فرعون✌🏾❤️ #تيوتا👑👑ريبوتي ,7333578272864013062
7364867253399080208,Unaffiliated,,user9087672813851,,7291681964213422850
7364879509872495873,Unaffiliated,,user9087672813851,,7364879591477250832
7364898840563961089,Unaffiliated,,user9087672813851,,7269137334854290182
7365170616091053320,Hamas,"Tagged terrorist songs, Hearts in the organization's color",heba22773,"💚💚💚💚
#foryou #اكسبلور #fyp #foryoupage ",7365170645551860481
7365181185963691272,Unaffiliated,,shadi..aselawe,#CapCut #فلسطين_لبنان_سوريا_اليمن_مورتانيا #الخانم🤞 #الطيبة_الطيرة_قلنسوة #ضهوري_قليل_لاكن_حضوري_خطير #بولش #فاكس #طولكرم_فرعون✌🏾❤️ #خوينا_ابشر_نحميك👌☝️🖤 ,7362644807548275489
7365185323669687559,Unaffiliated,,shadi..aselawe,#CapCut #الخانم🤞 #فلسطين_لبنان_سوريا_اليمن_مورتانيا #الطيبة_الطيرة_قلنسوة #ضهوري_قليل_لاكن_حضوري_خطير #بولش #فاكس #طولكرم_فرعون✌🏾❤️ #خوينا_ابشر_نحميك👌☝️🖤 ,7362545380626942726
7365186228188220690,Unaffiliated,,shadi..aselawe,#สโลว์สมูท #สปีดสโลว์ #สโลว์สมูท #الخانم🤞 #فلسطين_لبنان_سوريا_اليمن_مورتانيا #الطيبة_الطيرة_قلنسوة #ضهوري_قليل_لاكن_حضوري_خطير #بولش #فاكس #طولكرم_فرعون✌🏾❤️ ,7347408708001155846
7365281973834616080,Unaffiliated,,mohammad_akhlayel,#الشعب_الصيني_ماله_حل😂😂 #CapCutVelocity #بيت لحم🇵🇸❤️القدس_الخليل_سوريا_الاردن💛 ,7363665224220445446
7365416191604706566,Unaffiliated,,palestineaqsagazafree,#freepalestine🇵🇸🥺 #freepalestine🇵🇸🥺🥺🥺🤲 #foryoupage #dontunderreviewmyvideo ,7357386875440745262
7365442503727697160,Unaffiliated,,mosa.ayad.1,,7362486629296376577
7365458771168087297,Unaffiliated,,basel.zaro0,#بوظه_الارز #فلسطين🇵🇸 #نابلس #الخليل #الخليل_وقراها 🦅🦅😉,7269110218934569733
7365493986603060496,Unaffiliated,,user9087672813851,,7365494046091250448
7365543773931130130,Hamas,Other,hamas5836,#مخيم_جنين_اسم_لن_يكرره_التاريخ💪 ,7365543805489416977
7365585940640828673,Unaffiliated,,mohammad_akhlayel,#الشعب_الصيني_ماله_حل😂😂 #everyone #CapCutVelocity #فلسطين🇵🇸 ,7362097462390754064
7365593720307125505,Unaffiliated,,user9087672813851,,7359166466425359136
7365594427663863057,Unaffiliated,,user9087672813851,,7365594482211179265
7365852182236695825,Unaffiliated,,basel.zaro0,#بوظه_الارز #فلسطين🇵🇸 #نابلس #الخليل_وقراها #الخليل 🍦🍦🍦🦅,7324626085616814853
7365861414914821392,Unaffiliated,,user9087672813851,,7365861473521912577
7365887187268734215,Unaffiliated,,meraydour,يا رب انجح وما أنصح🥲 #امتحانات ,7365887220953434881
7365888222402006273,Unaffiliated,,user9087672813851,,7365888302561020688
7365899117156945160,Hamas,Other,hamas5836,,7365899144370998017
7365960613543169287,Unaffiliated,,yazan_x.xp_,#اكسبلورexplore ,7316925915739818784
7366238293605862672,Unaffiliated,,mohammad_akhlayel,"#CapCut  ,@『JKS』MODAMR  🤍🖤.#الشعب_الصيني_ماله_حل😂😂 #فلسطين🇵🇸 #بيتلحم🇵🇸❤️القدس_الخليل_سوريا_الاردن💛 ",7307369926658198273
7366251617865321745,Fatah,Palestinian police uniform,dff.ddd24,ابو شجاع #البلدة_القديمة #سلطه جواسيس#كتيبه طولكرم #مخيم نوشمس#,7366251648896437008
7366260550990368008,Unaffiliated,,mhammad._.sh,#🦅 #💚 #🖤 #نابلس #الرام #🦅eagle🦅 #CapCut #foryou #fypシ ,7336539972856433414
7366272250800033032,Unaffiliated,,shadi..aselawe,#สโลว์สมูท اللهم صلي على محمد#الخانم🤞 #فلسطين_لبنان_سوريا_اليمن_مورتانيا #الطيبة_الطيرة_قلنسوة #ضهوري_قليل_لاكن_حضوري_خطير #بولش #فاكس #طولكرم_فرعون✌🏾❤️ #สปีดสโลว์ #สโลว์สมูท #راعي_مازدا3 ,7223845499747470082
7366288752198552840,Unaffiliated,,yousefzaatre1,#❣️ #🙂💔 ,7265785461254245122
7366368088188652818,Hamas,"Tagged terrorist songs, Hearts in the organization's color",raedshreteh,#CapCut  #المزرعة_الغربية #بيرزيت #جامعةبيرزيت #رام_الله ,7361867079810992897
7366399608064331028,Unaffiliated,,user4980450907928,#CapCut #ايهم_العامر😋🔥 #ايسر_العامر #ايهم_العامر ,7347821722239765250
7366658845982117127,Unaffiliated,,yazan_x.xp_,#اكسبلورexplore #اطارات العبودي#لايك_متابعه_اكسبلور #الصح عنا 😉🙋,7355532963599452945
7366722531862007058,Unaffiliated,,shadi..aselawe,#CapCut #مافي ليل يجاري ليل #الخانم🤞 #الطيبة_الطيرة_قلنسوة #الطيبة_الطيرة_قلنسوة #ضهوري_قليل_لاكن_حضوري_خطير #بولش #فاكس #طولكرم_فرعون✌🏾❤️ ,7365209098637396753
7366985820923759879,Unaffiliated,,yousefzaatre1,#ا._.*#❣️ #t #zc #qw #zx ,6921838091477289729
7367053354012249352,Unaffiliated,,raedshreteh,#CapCut  #المزرعة_الغربية #الحمدالله_دائماً_وابدا ,7219378133485357830
7367321436073086224,Unaffiliated,,m_200316,#عقابا_جنين_مسلية_ميثلون_صانور_فلسطين #عقابا #الشعب_الصيني_ماله_حل😂😂 #الشعب_الصيني_ماله_حل😂😂 #اكسبلور_explore #f #explore #طوباس_الشامخه🖤🔥 #جامعة_القدس_المفتوحه #جامعة_القدس_المفتوحه @waleed_ghanam.3 ,7348527176024607489
7367358722496154881,Unaffiliated,,mohammad_akhlayel,سوريا فلسطين شعب واحد بلد وحدا 🤍🇵🇸🇸🇾🤍✨#الشعب_الصيني_ماله_حل😂😂 #بيتلحم🇵🇸❤️القدس_الخليل_سوريا_الاردن💛 #THETORTUREDPOETSDEPARTMENT ,7332133880038034177
7367411846199971080,Hamas,Other,hamas5836,##CapCut ,7343684398660733698
7367424690643619090,Unaffiliated,,bassamkh25,,7367424734482483984
7367438039011822855,Fatah,"Other, Tagged terrorist songs, Hearts in the organization's color",iyasjaara,#حركة_الشبيبة_الفتحاوية💛💛 ,7205668171288693506
7367498929694330130,Unaffiliated,,raedshreteh,#CapCut ,7339239186015980293
7367712964964568328,Unaffiliated,,mhammad._.sh,#😂😂😂 ,7367712997567761168
7367837720179150098,Unaffiliated,,user4980450907928,#CapCut #ايهم_العامر😋🔥 #ايسر_العامر #ايهم_العامر ,7356336920387619585
7368177604928556296,Hamas,Tagged terrorist songs,abo_hamza1780,,7358500325562616592
7368445691238173969,Unaffiliated,,jameel_bzour,,7308034075053525762
7368477412478242053,Unaffiliated,,palestineaqsagazafree,#freepalestine🇵🇸🥺 #freepalestine🇵🇸🥺🥺🥺🤲 #foryoupage #dontunderreviewmyvideo ,7220507360429606913
7368726137729502471,Unaffiliated,,mosa.ayad.1,#CapCut ,7368726162627152641
7368865817506696464,Unaffiliated,,user9087672813851,,7368865855939037969
7368866261918321936,Unaffiliated,,user9087672813851,,7018248380878965505
7368882222184582417,Unaffiliated,,user9087672813851,,7368882405618567953
7368902712290856193,Unaffiliated,,mohammad_akhlayel,#الشعب_الصيني_ماله_حل😂😂 #الخليل_بيت_لحم_رام_الله_نابلس_جنين #فلسطين🇵🇸 ,7364959058912201473
7369103690533276935,Unaffiliated,,mosa.ayad.1,,7168538028439276290
7369114661288971527,Unaffiliated,,bassamkh25,,7369114702615612176
7369259169100205319,Unaffiliated,,asool_.0,#สโลว์สมูท #สปีดสโลว์ #สโลว์สมูท ,7277262190921386754
7369613318178213128,Unaffiliated,,osamaa_sh1,@Mahmod Salawdeh @Abood _2003j @#ابو_علي🔱😎 #اكسبلور #يا_هلا_بلصقر🦅 #CapCut #مغسلة_ابو_جرهود_العوجا_شارع90 #اريحا_الخليل_بيت_لحم_يافا_حيفا_عكا #ملوك_الغسيل💪♥️ ,7349517714903993090
7369652353420643591,Unaffiliated,,mhammad._.sh,#🦅 #💚 #🖤 #نابلس #الرام #🦅eagle🦅 #البلدة_القديمة #فلسطين #القدس ,7236364247666674433
7369680685537250576,Unaffiliated,,ahmad.alheeh,,7369680736414141185
7370094408047267080,Unaffiliated,,lavihalayqa,#CapCut ,7299091953693510401
7370423735985245448,Unaffiliated,,11geum4,,7370423805929360144
7370563918990773512,Unaffiliated,,osamaa_sh1,#اكسبلور #يا_هلا_بلصقر🦅 #CapCut #اريحا_الخليل_بيت_لحم_يافا_حيفا_عكا #ماما_هيو_اريحا #فوريو #متشبثون_وصامدون_هنا ,7369627239145229057
7370831422220750098,Unaffiliated,,yazan_x.xp_,#CapCut #اكسبلورexplore #اكسبلورexplore ,7370831499886611216
7370997298484088082,Unaffiliated,,heba22773,"💚💚💚
#foryoupage #fyp #اكسبلور ",7370997336812522256
7371005630724754706,Unaffiliated,,aboud5080,"#دبيك #محمد 
#قلقيلية #طوباس#طولكرم #جنين#غزة#عرب48 #🇵🇸🥷🏻🖤 ",7371005662874061585
7371043766766931216,Unaffiliated,,basel.zaro0,#بوظه_الارز #فلسطين🇵🇸 #الخليل #الخليل_وقراها 😌😌🦅,7305492519268207362
7371090404734766343,Unaffiliated,,11geum4,لايك يا اخوان,7371090435538914064
7371092095244733714,Unaffiliated,,raedshreteh,#CapCut ,7369712228908223237
7371108784388787464,Unaffiliated,,11geum4,,7371108816655616785
7371116948022758664,Unaffiliated,,maysammishtaya,"🤍🕊️.
#سلفيت .",7240160062299163398
7371137679628586247,Unaffiliated,,shadi..aselawe,#CapCut #الخانم🤞 #الطيبة_الطيرة_قلنسوة #ضهوري_قليل_لاكن_حضوري_خطير #بولش #فاكس #طولكرم_فرعون✌🏾❤️ ,7239044749607652102
7371137781537492230,Unaffiliated,,palestineaqsagazafree,Allah tala ibrahem raessi or inki team ki magfrat farmay 😭 #iran #iranipresident #helecopter #ancient #palestine #gaza #free #black #day,7371137804711283462
7371203392376474887,Unaffiliated,,hamas5836,,7371203466071362305
7371279346868276501,Unaffiliated,,user4980450907928,#CapCut #مخيم_جنين_اسم_لن_يكرره_التاريخ💪 #ايسر_العامر #أيسر_العامر #ايهم_العامر😋🔥 #ايهم_العامر #جنين_نابلس_طولكرم_رام_الله_فلسطين ,7056543159379512066
7371392397357436178,Unaffiliated,,mosa.ayad.1,@عبدالله ادعيس @عمر ادعيس  📿⚔️✌️❤️ @خلدون ادعيس @🤨🖕🤨(الزئبق)🤨🖕🤨 @فايز @🖤🖤الحزين 🖤🖤 ,7062397432298294017
7371404733568797970,Unaffiliated,,kholoodisleem,#رام_الله #ramallah   ❤️‍🩹,7292403386710821634
7371424790671936776,Unaffiliated,,ahmadghannam183,#สปีดสโลว์ #สโลว์สมูท #CapCut #جنين_نابلس_طولكرم_رام_الله_فلسطين #شعب_الصيني_ماله_حل😂😂 #جبعاوي🔱🥷🏿 ,7309554322152753925
7371459037759540488,Unaffiliated,,loay_mohsen22,"#CapCut #توجيهي_2024 #نابلس_رامالله_جنين_اريحا_الخليل_بيت_لحم #2006 #اكسبلورر #عاصفة 
🖤⚔️",7351918738239687429
7371547026397400327,Unaffiliated,,mhammad._.sh,#شهيد #الشكشاك_بلقلب💔 #يوسف_محيسن ,7344032747814423301
7371781973779533072,Unaffiliated,,mohammad_akhlayel,"لاـيشـ❤️‍🩹#بيتلحم🇵🇸❤️القدس_الخليل_سوريا_الاردن💛 #الشعب_الصيني_ماله_حل😂😂 
,#CapCutVelocity ",7371782016108366609
7371811748879322369,Unaffiliated,,mohammad_akhlayel,مود بخرــي😭#بيتلحم🇵🇸❤️القدس_الخليل_سوريا_الاردن💛 #الشعب_الصيني_ماله_حل😂😂 #CapCutVelocity ,6834063658339813378
7371878546119068935,Unaffiliated,,11geum4,,7371878585189370625
7371899151082147090,Unaffiliated,,kholoodisleem,#رام_الله  #ramallah  ❤️‍🩹,7366332585338735376
7371941297935928592,Unaffiliated,,dff.ddd24,,7371941382288296720
7372173726298737925,Unaffiliated,,palestineaqsagazafree,#palestine #freepalestine🇵🇸🥺 #freepalestine🇵🇸🥺🥺🥺🤲 #foryoupage #kuwait #pakistan #gaza #palestine #free ,7372173738775317253
7372211963545357576,Unaffiliated,,mhammad._.sh,#ابوي #تاج_الراس #تاج_راسي #هيبتنا ,7368497820380318465
7372333626765217032,Hamas,Other,hamas5836,,7372333698966965009
7372503372810767623,Unaffiliated,,shadi..aselawe,#CapCut #الخانم🤞 #الطيبة_الطيرة_قلنسوة #ضهوري_قليل_لاكن_حضوري_خطير #بولش #فاكس #طولكرم_فرعون✌🏾❤️ #خوينا_ابشر_نحميك👌☝️🖤 @hakeemmosu ,7090999665100901121
